datetime,casual,registered,count
2011-07-04 12:00:00,237,210,447
2011-07-04 13:00:00,242,181,423
2011-07-04 14:00:00,235,173,408
2011-07-04 15:00:00,224,184,408
2011-07-04 16:00:00,236,216,452
2011-07-04 17:00:00,240,196,436
2011-07-04 18:00:00,222,196,418
2011-07-04 19:00:00,170,205,375
2011-07-04 20:00:00,195,191,386
2011-07-04 21:00:00,195,262,457
2011-07-04 22:00:00,115,211,326
2011-07-04 23:00:00,44,94,138
2011-07-05 00:00:00,19,36,55
2011-07-05 01:00:00,15,24,39
2011-07-05 02:00:00,8,5,13
2011-07-05 03:00:00,1,7,8
2011-07-05 04:00:00,1,4,5
2011-07-05 05:00:00,1,19,20
2011-07-05 06:00:00,3,91,94
2011-07-05 07:00:00,22,248,270
2011-07-05 08:00:00,41,391,432
2011-07-05 09:00:00,50,177,227
2011-07-05 10:00:00,55,84,139
2011-07-05 11:00:00,75,97,172
2011-07-05 12:00:00,71,130,201
2011-07-05 13:00:00,67,136,203
2011-07-05 14:00:00,66,112,178
2011-07-05 15:00:00,51,111,162
2011-07-05 16:00:00,79,202,281
2011-07-05 17:00:00,79,466,545
2011-07-05 18:00:00,70,426,496
2011-07-05 19:00:00,71,297,368
2011-07-05 20:00:00,59,225,284
2011-07-05 21:00:00,77,168,245
2011-07-05 22:00:00,31,124,155
2011-07-05 23:00:00,19,54,73
2011-07-06 00:00:00,11,26,37
2011-07-06 01:00:00,4,11,15
2011-07-06 02:00:00,1,4,5
2011-07-06 03:00:00,0,6,6
2011-07-06 04:00:00,0,6,6
2011-07-06 05:00:00,5,30,35
2011-07-06 06:00:00,9,112,121
2011-07-06 07:00:00,24,288,312
2011-07-06 08:00:00,31,397,428
2011-07-06 09:00:00,31,158,189
2011-07-06 10:00:00,13,30,43
2011-07-06 11:00:00,24,103,127
2011-07-06 12:00:00,38,114,152
2011-07-06 13:00:00,33,107,140
2011-07-06 14:00:00,50,113,163
2011-07-06 15:00:00,55,130,185
2011-07-06 16:00:00,57,218,275
2011-07-06 17:00:00,79,517,596
2011-07-06 18:00:00,77,486,563
2011-07-06 19:00:00,71,323,394
2011-07-06 20:00:00,55,257,312
2011-07-06 21:00:00,66,175,241
2011-07-06 22:00:00,30,156,186
2011-07-06 23:00:00,20,78,98
2011-07-07 00:00:00,6,29,35
2011-07-07 01:00:00,2,14,16
2011-07-07 02:00:00,1,7,8
2011-07-07 03:00:00,2,2,4
2011-07-07 04:00:00,0,4,4
2011-07-07 05:00:00,2,30,32
2011-07-07 06:00:00,11,107,118
2011-07-07 07:00:00,13,279,292
2011-07-07 08:00:00,28,415,443
2011-07-07 09:00:00,25,154,179
2011-07-07 10:00:00,29,72,101
2011-07-07 11:00:00,30,112,142
2011-07-07 12:00:00,32,139,171
2011-07-07 13:00:00,48,107,155
2011-07-07 14:00:00,39,121,160
2011-07-07 15:00:00,47,119,166
2011-07-07 16:00:00,47,218,265
2011-07-07 17:00:00,80,489,569
2011-07-07 18:00:00,70,492,562
2011-07-07 19:00:00,79,286,365
2011-07-07 20:00:00,61,224,285
2011-07-07 21:00:00,39,170,209
2011-07-07 22:00:00,32,150,182
2011-07-07 23:00:00,31,98,129
2011-07-08 00:00:00,6,41,47
2011-07-08 01:00:00,9,25,34
2011-07-08 02:00:00,10,12,22
2011-07-08 03:00:00,2,4,6
2011-07-08 04:00:00,7,4,11
2011-07-08 05:00:00,3,24,27
2011-07-08 06:00:00,11,91,102
2011-07-08 07:00:00,30,302,332
2011-07-08 08:00:00,36,421,457
2011-07-08 09:00:00,30,211,241
2011-07-08 10:00:00,30,108,138
2011-07-08 11:00:00,61,104,165
2011-07-08 12:00:00,49,164,213
2011-07-08 13:00:00,54,175,229
2011-07-08 14:00:00,53,163,216
2011-07-08 15:00:00,39,102,141
2011-07-08 16:00:00,27,105,132
2011-07-08 17:00:00,6,161,167
2011-07-08 18:00:00,35,281,316
2011-07-08 19:00:00,45,225,270
2011-07-08 20:00:00,30,220,250
2011-07-08 21:00:00,46,158,204
2011-07-08 22:00:00,33,136,169
2011-07-08 23:00:00,40,111,151
2011-07-09 00:00:00,31,90,121
2011-07-09 01:00:00,5,48,53
2011-07-09 02:00:00,12,43,55
2011-07-09 03:00:00,7,23,30
2011-07-09 04:00:00,2,4,6
2011-07-09 05:00:00,4,11,15
2011-07-09 06:00:00,11,27,38
2011-07-09 07:00:00,21,50,71
2011-07-09 08:00:00,68,114,182
2011-07-09 09:00:00,77,170,247
2011-07-09 10:00:00,87,177,264
2011-07-09 11:00:00,101,189,290
2011-07-09 12:00:00,145,221,366
2011-07-09 13:00:00,167,249,416
2011-07-09 14:00:00,158,215,373
2011-07-09 15:00:00,182,220,402
2011-07-09 16:00:00,171,245,416
2011-07-09 17:00:00,160,241,401
2011-07-09 18:00:00,132,246,378
2011-07-09 19:00:00,128,178,306
2011-07-09 20:00:00,129,185,314
2011-07-09 21:00:00,83,155,238
2011-07-09 22:00:00,60,154,214
2011-07-09 23:00:00,47,93,140
2011-07-10 00:00:00,42,112,154
2011-07-10 01:00:00,19,94,113
2011-07-10 02:00:00,28,68,96
2011-07-10 03:00:00,6,19,25
2011-07-10 04:00:00,0,5,5
2011-07-10 05:00:00,7,10,17
2011-07-10 06:00:00,8,17,25
2011-07-10 07:00:00,27,38,65
2011-07-10 08:00:00,27,65,92
2011-07-10 09:00:00,62,107,169
2011-07-10 10:00:00,95,173,268
2011-07-10 11:00:00,110,177,287
2011-07-10 12:00:00,133,244,377
2011-07-10 13:00:00,139,228,367
2011-07-10 14:00:00,122,227,349
2011-07-10 15:00:00,142,219,361
2011-07-10 16:00:00,128,244,372
2011-07-10 17:00:00,146,217,363
2011-07-10 18:00:00,141,222,363
2011-07-10 19:00:00,120,183,303
2011-07-10 20:00:00,101,167,268
2011-07-10 21:00:00,65,162,227
2011-07-10 22:00:00,56,87,143
2011-07-10 23:00:00,19,53,72
2011-07-11 00:00:00,10,25,35
2011-07-11 01:00:00,5,5,10
2011-07-11 02:00:00,8,4,12
2011-07-11 03:00:00,2,8,10
2011-07-11 04:00:00,0,4,4
2011-07-11 05:00:00,5,21,26
2011-07-11 06:00:00,19,102,121
2011-07-11 07:00:00,28,289,317
2011-07-11 08:00:00,35,385,420
2011-07-11 09:00:00,41,167,208
2011-07-11 10:00:00,44,73,117
2011-07-11 11:00:00,39,89,128
2011-07-11 12:00:00,40,108,148
2011-07-11 13:00:00,22,119,141
2011-07-11 14:00:00,40,94,134
2011-07-11 15:00:00,38,108,146
2011-07-11 16:00:00,57,182,239
2011-07-11 17:00:00,59,455,514
2011-07-11 18:00:00,57,415,472
2011-07-11 19:00:00,80,293,373
2011-07-11 20:00:00,42,194,236
2011-07-11 21:00:00,21,109,130
2011-07-11 22:00:00,20,70,90
2011-07-11 23:00:00,11,44,55
2011-07-12 00:00:00,3,19,22
2011-07-12 01:00:00,6,8,14
2011-07-12 02:00:00,2,7,9
2011-07-12 03:00:00,2,6,8
2011-07-12 04:00:00,0,6,6
2011-07-12 05:00:00,4,21,25
2011-07-12 06:00:00,13,102,115
2011-07-12 07:00:00,29,301,330
2011-07-12 08:00:00,35,382,417
2011-07-12 09:00:00,27,149,176
2011-07-12 10:00:00,38,85,123
2011-07-12 11:00:00,39,86,125
2011-07-12 12:00:00,38,125,163
2011-07-12 13:00:00,32,104,136
2011-07-12 14:00:00,33,91,124
2011-07-12 15:00:00,37,111,148
2011-07-12 16:00:00,25,177,202
2011-07-12 17:00:00,48,380,428
2011-07-12 18:00:00,39,472,511
2011-07-12 19:00:00,42,295,337
2011-07-12 20:00:00,57,251,308
2011-07-12 21:00:00,49,209,258
2011-07-12 22:00:00,44,150,194
2011-07-12 23:00:00,20,59,79
2011-07-13 00:00:00,9,37,46
2011-07-13 01:00:00,1,11,12
2011-07-13 02:00:00,2,3,5
2011-07-13 03:00:00,0,4,4
2011-07-13 04:00:00,0,5,5
2011-07-13 05:00:00,4,22,26
2011-07-13 06:00:00,18,103,121
2011-07-13 07:00:00,32,281,313
2011-07-13 08:00:00,31,418,449
2011-07-13 09:00:00,23,163,186
2011-07-13 10:00:00,33,80,113
2011-07-13 11:00:00,55,110,165
2011-07-13 12:00:00,40,134,174
2011-07-13 13:00:00,39,119,158
2011-07-13 14:00:00,27,89,116
2011-07-13 15:00:00,13,33,46
2011-07-13 16:00:00,23,118,141
2011-07-13 17:00:00,70,418,488
2011-07-13 18:00:00,51,412,463
2011-07-13 19:00:00,79,340,419
2011-07-13 20:00:00,61,281,342
2011-07-13 21:00:00,56,194,250
2011-07-13 22:00:00,48,136,184
2011-07-13 23:00:00,33,83,116
2011-07-14 00:00:00,14,32,46
2011-07-14 01:00:00,4,21,25
2011-07-14 02:00:00,3,7,10
2011-07-14 03:00:00,1,5,6
2011-07-14 04:00:00,0,6,6
2011-07-14 05:00:00,6,22,28
2011-07-14 06:00:00,14,116,130
2011-07-14 07:00:00,23,311,334
2011-07-14 08:00:00,53,433,486
2011-07-14 09:00:00,29,195,224
2011-07-14 10:00:00,32,95,127
2011-07-14 11:00:00,38,110,148
2011-07-14 12:00:00,51,172,223
2011-07-14 13:00:00,39,138,177
2011-07-14 14:00:00,49,129,178
2011-07-14 15:00:00,42,138,180
2011-07-14 16:00:00,43,231,274
2011-07-14 17:00:00,78,517,595
2011-07-14 18:00:00,94,484,578
2011-07-14 19:00:00,67,333,400
2011-07-14 20:00:00,81,267,348
2011-07-14 21:00:00,58,203,261
2011-07-14 22:00:00,42,134,176
2011-07-14 23:00:00,27,97,124
2011-07-15 00:00:00,23,57,80
2011-07-15 01:00:00,7,13,20
2011-07-15 02:00:00,16,22,38
2011-07-15 03:00:00,1,6,7
2011-07-15 04:00:00,2,8,10
2011-07-15 05:00:00,7,16,23
2011-07-15 06:00:00,12,108,120
2011-07-15 07:00:00,17,257,274
2011-07-15 08:00:00,50,514,564
2011-07-15 09:00:00,31,176,207
2011-07-15 10:00:00,59,107,166
2011-07-15 11:00:00,73,137,210
2011-07-15 12:00:00,61,177,238
2011-07-15 13:00:00,85,162,247
2011-07-15 14:00:00,105,160,265
2011-07-15 15:00:00,74,163,237
2011-07-15 16:00:00,96,265,361
2011-07-15 17:00:00,104,483,587
2011-07-15 18:00:00,102,394,496
2011-07-15 19:00:00,114,280,394
2011-07-15 20:00:00,92,251,343
2011-07-15 21:00:00,75,186,261
2011-07-15 22:00:00,71,152,223
2011-07-15 23:00:00,41,126,167
2011-07-16 00:00:00,42,68,110
2011-07-16 01:00:00,24,51,75
2011-07-16 02:00:00,10,48,58
2011-07-16 03:00:00,6,20,26
2011-07-16 04:00:00,9,7,16
2011-07-16 05:00:00,4,6,10
2011-07-16 06:00:00,16,21,37
2011-07-16 07:00:00,14,38,52
2011-07-16 08:00:00,37,90,127
2011-07-16 09:00:00,72,150,222
2011-07-16 10:00:00,114,208,322
2011-07-16 11:00:00,171,225,396
2011-07-16 12:00:00,187,276,463
2011-07-16 13:00:00,221,276,497
2011-07-16 14:00:00,201,232,433
2011-07-16 15:00:00,205,223,428
2011-07-16 16:00:00,183,242,425
2011-07-16 17:00:00,234,241,475
2011-07-16 18:00:00,185,243,428
2011-07-16 19:00:00,164,242,406
2011-07-16 20:00:00,108,188,296
2011-07-16 21:00:00,85,167,252
2011-07-16 22:00:00,65,136,201
2011-07-16 23:00:00,61,107,168
2011-07-17 00:00:00,34,91,125
2011-07-17 01:00:00,16,86,102
2011-07-17 02:00:00,28,66,94
2011-07-17 03:00:00,21,26,47
2011-07-17 04:00:00,4,6,10
2011-07-17 05:00:00,4,8,12
2011-07-17 06:00:00,10,11,21
2011-07-17 07:00:00,20,30,50
2011-07-17 08:00:00,45,73,118
2011-07-17 09:00:00,74,110,184
2011-07-17 10:00:00,127,177,304
2011-07-17 11:00:00,147,244,391
2011-07-17 12:00:00,177,243,420
2011-07-17 13:00:00,200,272,472
2011-07-17 14:00:00,168,262,430
2011-07-17 15:00:00,129,195,324
2011-07-17 16:00:00,129,188,317
2011-07-17 17:00:00,133,236,369
2011-07-17 18:00:00,147,243,390
2011-07-17 19:00:00,145,234,379
2011-07-17 20:00:00,85,177,262
2011-07-17 21:00:00,59,148,207
2011-07-17 22:00:00,65,116,181
2011-07-17 23:00:00,39,54,93
2011-07-18 00:00:00,21,30,51
2011-07-18 01:00:00,17,8,25
2011-07-18 02:00:00,2,8,10
2011-07-18 03:00:00,3,4,7
2011-07-18 04:00:00,1,3,4
2011-07-18 05:00:00,2,15,17
2011-07-18 06:00:00,10,95,105
2011-07-18 07:00:00,22,255,277
2011-07-18 08:00:00,18,329,347
2011-07-18 09:00:00,33,170,203
2011-07-18 10:00:00,52,78,130
2011-07-18 11:00:00,42,99,141
2011-07-18 12:00:00,39,126,165
2011-07-18 13:00:00,27,125,152
2011-07-18 14:00:00,32,106,138
2011-07-18 15:00:00,53,111,164
2011-07-18 16:00:00,45,220,265
2011-07-18 17:00:00,72,473,545
2011-07-18 18:00:00,80,478,558
2011-07-18 19:00:00,63,335,398
2011-07-18 20:00:00,91,232,323
2011-07-18 21:00:00,48,154,202
2011-07-18 22:00:00,36,104,140
2011-07-18 23:00:00,32,59,91
2011-07-19 00:00:00,25,26,51
2011-07-19 01:00:00,7,6,13
2011-07-19 02:00:00,9,4,13
2011-07-19 03:00:00,2,1,3
2011-07-19 04:00:00,1,4,5
2011-07-19 05:00:00,0,19,19
2011-07-19 06:00:00,8,126,134
2011-07-19 07:00:00,28,287,315
2011-07-19 08:00:00,31,381,412
2011-07-19 09:00:00,22,177,199
2011-07-19 10:00:00,29,112,141
2011-07-19 11:00:00,29,98,127
2011-07-19 12:00:00,26,127,153
2011-07-19 13:00:00,33,139,172
2011-07-19 14:00:00,41,111,152
2011-07-19 15:00:00,48,110,158
2011-07-19 16:00:00,61,216,277
2011-07-19 17:00:00,68,445,513
2011-07-19 18:00:00,80,450,530
2011-07-19 19:00:00,54,334,388
2011-07-19 20:00:00,48,229,277
2011-07-19 21:00:00,47,194,241
2011-07-19 22:00:00,36,120,156
2011-07-19 23:00:00,19,73,92
2011-08-01 00:00:00,7,22,29
2011-08-01 01:00:00,5,12,17
2011-08-01 02:00:00,4,7,11
2011-08-01 03:00:00,0,4,4
2011-08-01 04:00:00,2,2,4
2011-08-01 05:00:00,2,24,26
2011-08-01 06:00:00,3,97,100
2011-08-01 07:00:00,24,258,282
2011-08-01 08:00:00,35,347,382
2011-08-01 09:00:00,27,139,166
2011-08-01 10:00:00,27,70,97
2011-08-01 11:00:00,53,66,119
2011-08-01 12:00:00,53,115,168
2011-08-01 13:00:00,38,112,150
2011-08-01 14:00:00,37,86,123
2011-08-01 15:00:00,52,77,129
2011-08-01 16:00:00,34,197,231
2011-08-01 17:00:00,69,445,514
2011-08-01 18:00:00,68,475,543
2011-08-01 19:00:00,63,350,413
2011-08-01 20:00:00,49,256,305
2011-08-01 21:00:00,42,178,220
2011-08-01 22:00:00,21,116,137
2011-08-01 23:00:00,14,82,96
2011-08-02 00:00:00,11,18,29
2011-08-02 01:00:00,4,8,12
2011-08-02 02:00:00,2,6,8
2011-08-02 03:00:00,0,5,5
2011-08-02 04:00:00,0,10,10
2011-08-02 05:00:00,4,17,21
2011-08-02 06:00:00,12,105,117
2011-08-02 07:00:00,15,320,335
2011-08-02 08:00:00,37,398,435
2011-08-02 09:00:00,31,182,213
2011-08-02 10:00:00,50,90,140
2011-08-02 11:00:00,32,96,128
2011-08-02 12:00:00,45,112,157
2011-08-02 13:00:00,50,153,203
2011-08-02 14:00:00,45,114,159
2011-08-02 15:00:00,48,120,168
2011-08-02 16:00:00,58,216,274
2011-08-02 17:00:00,63,493,556
2011-08-02 18:00:00,65,491,556
2011-08-02 19:00:00,85,369,454
2011-08-02 20:00:00,40,248,288
2011-08-02 21:00:00,53,201,254
2011-08-02 22:00:00,22,169,191
2011-08-02 23:00:00,29,103,132
2011-08-03 00:00:00,11,32,43
2011-08-03 01:00:00,7,9,16
2011-08-03 02:00:00,2,9,11
2011-08-03 03:00:00,0,4,4
2011-08-03 04:00:00,0,7,7
2011-08-03 05:00:00,2,22,24
2011-08-03 06:00:00,9,101,110
2011-08-03 07:00:00,19,252,271
2011-08-03 08:00:00,29,408,437
2011-08-03 09:00:00,23,172,195
2011-08-03 10:00:00,9,59,68
2011-08-03 11:00:00,29,93,122
2011-08-03 12:00:00,19,142,161
2011-08-03 13:00:00,37,107,144
2011-08-03 14:00:00,43,104,147
2011-08-03 15:00:00,31,87,118
2011-08-03 16:00:00,21,129,150
2011-08-03 17:00:00,47,378,425
2011-08-03 18:00:00,49,443,492
2011-08-03 19:00:00,51,270,321
2011-08-03 20:00:00,7,80,87
2011-08-03 21:00:00,7,81,88
2011-08-03 22:00:00,11,66,77
2011-08-03 23:00:00,4,52,56
2011-08-04 00:00:00,2,15,17
2011-08-04 01:00:00,3,14,17
2011-08-04 02:00:00,2,5,7
2011-08-04 03:00:00,0,3,3
2011-08-04 04:00:00,0,7,7
2011-08-04 05:00:00,3,17,20
2011-08-04 06:00:00,7,90,97
2011-08-04 07:00:00,11,271,282
2011-08-04 08:00:00,29,369,398
2011-08-04 09:00:00,25,162,187
2011-08-04 10:00:00,24,89,113
2011-08-04 11:00:00,37,112,149
2011-08-04 12:00:00,53,152,205
2011-08-04 13:00:00,63,142,205
2011-08-04 14:00:00,53,114,167
2011-08-04 15:00:00,50,115,165
2011-08-04 16:00:00,70,220,290
2011-08-04 17:00:00,91,464,555
2011-08-04 18:00:00,88,435,523
2011-08-04 19:00:00,65,301,366
2011-08-04 20:00:00,41,245,286
2011-08-04 21:00:00,25,186,211
2011-08-04 22:00:00,33,141,174
2011-08-04 23:00:00,24,108,132
2011-08-05 00:00:00,13,41,54
2011-08-05 01:00:00,3,16,19
2011-08-05 02:00:00,5,14,19
2011-08-05 03:00:00,0,6,6
2011-08-05 04:00:00,1,6,7
2011-08-05 05:00:00,0,16,16
2011-08-05 06:00:00,7,94,101
2011-08-05 07:00:00,23,247,270
2011-08-05 08:00:00,39,415,454
2011-08-05 09:00:00,43,183,226
2011-08-05 10:00:00,50,113,163
2011-08-05 11:00:00,44,103,147
2011-08-05 12:00:00,57,159,216
2011-08-05 13:00:00,40,164,204
2011-08-05 14:00:00,81,164,245
2011-08-05 15:00:00,50,160,210
2011-08-05 16:00:00,76,254,330
2011-08-05 17:00:00,84,466,550
2011-08-05 18:00:00,105,361,466
2011-08-05 19:00:00,90,282,372
2011-08-05 20:00:00,70,221,291
2011-08-05 21:00:00,54,119,173
2011-08-05 22:00:00,51,137,188
2011-08-05 23:00:00,37,102,139
2011-08-06 00:00:00,29,104,133
2011-08-06 01:00:00,17,50,67
2011-08-06 02:00:00,14,39,53
2011-08-06 03:00:00,14,28,42
2011-08-06 04:00:00,5,5,10
2011-08-06 05:00:00,2,4,6
2011-08-06 06:00:00,5,22,27
2011-08-06 07:00:00,14,49,63
2011-08-06 08:00:00,27,94,121
2011-08-06 09:00:00,60,155,215
2011-08-06 10:00:00,91,199,290
2011-08-06 11:00:00,138,211,349
2011-08-06 12:00:00,130,252,382
2011-08-06 13:00:00,176,265,441
2011-08-06 14:00:00,176,204,380
2011-08-06 15:00:00,130,232,362
2011-08-06 16:00:00,155,188,343
2011-08-06 17:00:00,61,88,149
2011-08-06 18:00:00,81,130,211
2011-08-06 19:00:00,57,114,171
2011-08-06 20:00:00,58,79,137
2011-08-06 21:00:00,28,86,114
2011-08-06 22:00:00,24,96,120
2011-08-06 23:00:00,29,79,108
2011-08-07 00:00:00,14,66,80
2011-08-07 01:00:00,10,63,73
2011-08-07 02:00:00,18,48,66
2011-08-07 03:00:00,9,23,32
2011-08-07 04:00:00,1,5,6
2011-08-07 05:00:00,1,4,5
2011-08-07 06:00:00,3,10,13
2011-08-07 07:00:00,11,28,39
2011-08-07 08:00:00,23,66,89
2011-08-07 09:00:00,82,102,184
2011-08-07 10:00:00,88,178,266
2011-08-07 11:00:00,113,156,269
2011-08-07 12:00:00,161,209,370
2011-08-07 13:00:00,118,206,324
2011-08-07 14:00:00,130,192,322
2011-08-07 15:00:00,118,208,326
2011-08-07 16:00:00,74,119,193
2011-08-07 17:00:00,63,131,194
2011-08-07 18:00:00,74,155,229
2011-08-07 19:00:00,68,160,228
2011-08-07 20:00:00,50,133,183
2011-08-07 21:00:00,36,100,136
2011-08-07 22:00:00,21,82,103
2011-08-07 23:00:00,12,43,55
2011-08-08 00:00:00,13,17,30
2011-08-08 01:00:00,4,8,12
2011-08-08 02:00:00,4,3,7
2011-08-08 03:00:00,1,0,1
2011-08-08 04:00:00,2,8,10
2011-08-08 05:00:00,1,14,15
2011-08-08 06:00:00,8,87,95
2011-08-08 07:00:00,18,249,267
2011-08-08 08:00:00,29,320,349
2011-08-08 09:00:00,37,146,183
2011-08-08 10:00:00,62,62,124
2011-08-08 11:00:00,90,89,179
2011-08-08 12:00:00,48,134,182
2011-08-08 13:00:00,43,108,151
2011-08-08 14:00:00,41,109,150
2011-08-08 15:00:00,40,86,126
2011-08-08 16:00:00,64,218,282
2011-08-08 17:00:00,67,460,527
2011-08-08 18:00:00,64,465,529
2011-08-08 19:00:00,64,352,416
2011-08-08 20:00:00,71,215,286
2011-08-08 21:00:00,30,156,186
2011-08-08 22:00:00,26,121,147
2011-08-08 23:00:00,19,53,72
2011-08-09 00:00:00,10,25,35
2011-08-09 01:00:00,5,9,14
2011-08-09 02:00:00,9,3,12
2011-08-09 03:00:00,0,3,3
2011-08-09 04:00:00,1,6,7
2011-08-09 05:00:00,5,25,30
2011-08-09 06:00:00,6,95,101
2011-08-09 07:00:00,30,313,343
2011-08-09 08:00:00,40,352,392
2011-08-09 09:00:00,34,141,175
2011-08-09 10:00:00,55,89,144
2011-08-09 11:00:00,61,88,149
2011-08-09 12:00:00,60,125,185
2011-08-09 13:00:00,48,127,175
2011-08-09 14:00:00,53,95,148
2011-08-09 15:00:00,58,106,164
2011-08-09 16:00:00,57,228,285
2011-08-09 17:00:00,79,453,532
2011-08-09 18:00:00,97,488,585
2011-08-09 19:00:00,69,302,371
2011-08-09 20:00:00,34,258,292
2011-08-09 21:00:00,46,184,230
2011-08-09 22:00:00,28,127,155
2011-08-09 23:00:00,22,53,75
2011-08-10 00:00:00,19,18,37
2011-08-10 01:00:00,7,10,17
2011-08-10 02:00:00,1,10,11
2011-08-10 03:00:00,1,3,4
2011-08-10 04:00:00,1,4,5
2011-08-10 05:00:00,2,30,32
2011-08-10 06:00:00,9,110,119
2011-08-10 07:00:00,16,289,305
2011-08-10 08:00:00,38,361,399
2011-08-10 09:00:00,32,148,180
2011-08-10 10:00:00,41,72,113
2011-08-10 11:00:00,54,95,149
2011-08-10 12:00:00,74,166,240
2011-08-10 13:00:00,41,150,191
2011-08-10 14:00:00,62,116,178
2011-08-10 15:00:00,53,141,194
2011-08-10 16:00:00,76,206,282
2011-08-10 17:00:00,71,513,584
2011-08-10 18:00:00,70,489,559
2011-08-10 19:00:00,79,334,413
2011-08-10 20:00:00,59,253,312
2011-08-10 21:00:00,47,162,209
2011-08-10 22:00:00,17,122,139
2011-08-10 23:00:00,14,94,108
2011-08-11 00:00:00,6,40,46
2011-08-11 01:00:00,9,17,26
2011-08-11 02:00:00,3,8,11
2011-08-11 03:00:00,2,7,9
2011-08-11 04:00:00,1,4,5
2011-08-11 05:00:00,2,23,25
2011-08-11 06:00:00,5,101,106
2011-08-11 07:00:00,15,292,307
2011-08-11 08:00:00,29,361,390
2011-08-11 09:00:00,31,166,197
2011-08-11 10:00:00,36,96,132
2011-08-11 11:00:00,59,128,187
2011-08-11 12:00:00,50,164,214
2011-08-11 13:00:00,51,166,217
2011-08-11 14:00:00,39,103,142
2011-08-11 15:00:00,52,126,178
2011-08-11 16:00:00,57,241,298
2011-08-11 17:00:00,96,486,582
2011-08-11 18:00:00,74,497,571
2011-08-11 19:00:00,48,323,371
2011-08-11 20:00:00,56,232,288
2011-08-11 21:00:00,35,171,206
2011-08-11 22:00:00,34,123,157
2011-08-11 23:00:00,22,105,127
2011-08-12 00:00:00,12,53,65
2011-08-12 01:00:00,4,19,23
2011-08-12 02:00:00,0,15,15
2011-08-12 03:00:00,0,9,9
2011-08-12 04:00:00,0,5,5
2011-08-12 05:00:00,2,24,26
2011-08-12 06:00:00,3,73,76
2011-08-12 07:00:00,17,247,264
2011-08-12 08:00:00,29,397,426
2011-08-12 09:00:00,27,178,205
2011-08-12 10:00:00,44,86,130
2011-08-12 11:00:00,48,108,156
2011-08-12 12:00:00,55,167,222
2011-08-12 13:00:00,74,179,253
2011-08-12 14:00:00,51,135,186
2011-08-12 15:00:00,59,190,249
2011-08-12 16:00:00,68,266,334
2011-08-12 17:00:00,93,423,516
2011-08-12 18:00:00,89,376,465
2011-08-12 19:00:00,101,284,385
2011-08-12 20:00:00,77,210,287
2011-08-12 21:00:00,73,153,226
2011-08-12 22:00:00,74,157,231
2011-08-12 23:00:00,51,100,151
2011-08-13 00:00:00,15,69,84
2011-08-13 01:00:00,13,64,77
2011-08-13 02:00:00,16,58,74
2011-08-13 03:00:00,9,18,27
2011-08-13 04:00:00,5,5,10
2011-08-13 05:00:00,3,15,18
2011-08-13 06:00:00,3,19,22
2011-08-13 07:00:00,10,34,44
2011-08-13 08:00:00,28,90,118
2011-08-13 09:00:00,70,138,208
2011-08-13 10:00:00,97,163,260
2011-08-13 11:00:00,122,192,314
